診療年月：H30年04月～H31年03月　外用薬 外来（院外）　※集計結果が1000未満の場合は「‐」で表示（1000未満の箇所が1箇所の場合は1000以上の最小値を全て「‐」で表示）※集計対象期間内に名称や点数・金額等に変更がある場合、集計対象期間当初の情報で表示,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"薬効
分類",薬効分類名称,"医薬品
コード",医薬品名,単位,"薬価基準収載
医薬品コード",薬価,"後発品
区分",総計,男,,,,,,,,,,,,,,,,,,,,,女,,,,,,,,,,,,,,,,,,,,
"薬効
分類",薬効分類名称,"医薬品
コード",医薬品名,単位,"薬価基準収載
医薬品コード",薬価,"後発品
区分",総計,0～4歳,5～9歳,10～14歳,15～19歳,20～24歳,25～29歳,30～34歳,35～39歳,40～44歳,45～49歳,50～54歳,55～59歳,60～64歳,65～69歳,70～74歳,75～79歳,80～84歳,85～89歳,90～94歳,95～99歳,100歳以上,0～4歳,5～9歳,10～14歳,15～19歳,20～24歳,25～29歳,30～34歳,35～39歳,40～44歳,45～49歳,50～54歳,55～59歳,60～64歳,65～69歳,70～74歳,75～79歳,80～84歳,85～89歳,90～94歳,95～99歳,100歳以上
,,662640417,リンデロン－ＶＧローション,ｍＬ,2647709Q1040,27.2 ,0,"33,084,929 ","700,985 ","523,805 ","633,196 ","870,938 ","870,341 ","950,597 ","1,125,631 ","1,220,282 ","1,239,070 ","1,174,620 ","948,978 ","962,849 ","1,078,891 ","1,561,088 ","1,767,860 ","1,880,467 ","1,398,562 ","775,963 ","264,921 ","39,215 ","4,910 ","512,042 ","443,437 ","625,277 ","495,099 ","441,352 ","529,746 ","624,530 ","731,185 ","848,246 ","898,727 ","781,882 ","664,764 ","643,767 ","799,265 ","872,002 ","1,019,941 ","931,116 ","709,317 ","382,619 ","120,371 ","17,080 "
,,620007600,インテバンクリーム１％,ｇ,2649719N1106,6.3 ,0,"32,480,958 ","11,055 ","37,003 ","83,204 ","46,775 ","21,608 ","30,697 ","40,483 ","80,290 ","106,148 ","173,059 ","282,945 ","358,537 ","513,263 ","895,825 ","1,255,544 ","1,920,949 ","2,085,621 ","1,543,606 ","635,413 ","139,445 ","10,325 ","9,088 ","33,549 ","69,363 ","48,376 ","29,261 ","45,162 ","72,369 ","108,735 ","183,184 ","289,380 ","432,548 ","568,005 ","772,960 ","1,361,933 ","2,266,763 ","3,787,583 ","4,818,618 ","4,384,072 ","2,270,911 ","575,245 ","82,065 "
,,620003477,ロキソニンパップ１００ｍｇ　１０ｃｍ×１４ｃｍ,枚,2649735S1028,34.6 ,0,"32,333,830 ","5,006 ","48,797 ","172,922 ","100,646 ","29,260 ","38,501 ","50,974 ","97,792 ","155,745 ","239,277 ","295,456 ","413,500 ","548,615 ","966,308 ","1,355,582 ","1,816,162 ","1,618,812 ","1,058,393 ","385,028 ","49,492 ","3,682 ","4,081 ","38,885 ","134,386 ","72,765 ","30,814 ","47,535 ","78,416 ","131,388 ","269,328 ","446,306 ","556,306 ","717,450 ","1,012,209 ","1,841,519 ","2,958,985 ","4,424,655 ","4,599,512 ","3,546,615 ","1,554,981 ","374,351 ","43,393 "
,,622261401,ロキソプロフェンＮａテープ１００ｍｇ「三笠」　１０ｃｍ×１４ｃｍ,枚,2649735S3195,19.8 ,1,"30,295,692 ",-,"18,263 ","183,998 ","184,611 ","91,637 ","118,195 ","181,286 ","277,445 ","412,867 ","565,306 ","641,491 ","777,413 ","957,306 ","1,406,660 ","1,658,473 ","1,894,574 ","1,326,640 ","679,378 ","215,628 ","22,785 ","1,505 ",-,"12,075 ","150,059 ","131,208 ","87,444 ","119,588 ","180,827 ","255,679 ","410,448 ","644,049 ","817,783 ","973,794 ","1,264,063 ","2,112,616 ","2,758,698 ","3,445,064 ","2,825,386 ","1,733,444 ","635,100 ","112,462 ","9,401 "
,,622237301,ロキソプロフェンＮａテープ１００ｍｇ「トーワ」　１０×１４ｃｍ,枚,2649735S3179,19.8 ,1,"29,622,648 ",-,"12,474 ","120,722 ","128,247 ","66,432 ","100,989 ","162,689 ","247,745 ","386,103 ","526,251 ","620,210 ","777,472 ","980,026 ","1,467,194 ","1,772,012 ","1,892,419 ","1,350,585 ","740,139 ","268,940 ","38,185 ","4,221 ",-,"8,890 ","94,416 ","92,995 ","79,599 ","128,597 ","184,398 ","269,130 ","441,875 ","649,498 ","805,789 ","955,109 ","1,220,121 ","1,930,663 ","2,561,310 ","3,132,076 ","2,675,894 ","1,790,799 ","754,868 ","164,253 ","18,277 "
,,620620901,リドメックスコーワ軟膏０．３％,ｇ,2646720M1080,17.3 ,0,"28,929,777 ","4,390,354 ","2,686,684 ","1,046,029 ","639,141 ","562,909 ","547,271 ","569,292 ","568,702 ","553,262 ","469,050 ","344,674 ","276,812 ","260,655 ","382,527 ","486,987 ","651,369 ","617,437 ","446,452 ","201,392 ","43,223 ","2,709 ","3,340,801 ","2,278,914 ","879,754 ","504,175 ","435,554 ","465,262 ","506,252 ","514,884 ","525,206 ","512,162 ","364,507 ","295,306 ","239,733 ","314,834 ","355,315 ","454,981 ","457,778 ","386,588 ","252,903 ","86,452 ","11,485 "
,,660407078,ＭＳ冷シップ「タカミツ」,ｇ,2649895S1044,0.9 ,1,"28,741,094 ","55,300 ","202,000 ","345,300 ","128,200 ","43,900 ","49,200 ","79,100 ","121,400 ","255,904 ","403,000 ","336,250 ","510,900 ","732,200 ","1,174,400 ","1,574,330 ","1,846,300 ","1,549,760 ","870,130 ","287,100 ","25,900 ","14,800 ","44,800 ","167,300 ","259,607 ","98,200 ","110,720 ","310,907 ","496,100 ","449,050 ","416,400 ","519,300 ","577,900 ","695,300 ","943,221 ","1,534,000 ","2,138,825 ","2,636,750 ","2,871,640 ","2,445,800 ","1,062,800 ","326,300 ","30,800 "
,,620007781,ボアラ軟膏０．１２％,ｇ,2646724M1045,20.5 ,0,"28,248,816 ","2,785,953 ","2,249,524 ","1,222,627 ","871,512 ","626,253 ","597,402 ","615,213 ","598,003 ","532,926 ","437,853 ","336,969 ","274,721 ","337,070 ","518,716 ","678,832 ","885,151 ","905,137 ","688,484 ","316,388 ","75,796 ","9,414 ","2,078,512 ","1,882,541 ","1,026,125 ","654,497 ","530,508 ","531,554 ","543,897 ","561,197 ","544,371 ","489,538 ","353,099 ","261,508 ","276,144 ","356,799 ","416,891 ","523,090 ","563,911 ","550,972 ","372,771 ","137,682 ","29,267 "
,,622259601,ロキソプロフェンＮａゲル１％「ＮＰ」,ｇ,2649735Q1047,3.3 ,1,"28,223,566 ","14,450 ","76,525 ","273,972 ","175,165 ","61,620 ","72,978 ","109,695 ","159,120 ","245,745 ","333,285 ","442,130 ","615,001 ","809,380 ","1,119,546 ","1,355,049 ","1,707,595 ","1,388,845 ","905,300 ","330,700 ","64,490 ","4,375 ","11,300 ","66,000 ","219,720 ","137,650 ","74,110 ","90,460 ","131,335 ","201,320 ","307,638 ","489,600 ","709,462 ","817,205 ","955,457 ","1,498,930 ","2,112,515 ","2,938,492 ","3,171,935 ","2,519,611 ","1,215,335 ","260,925 ","29,600 "
,,660407075,ＭＳ温シップ「タカミツ」,ｇ,2649843S1055,0.9 ,1,"27,807,225 ",-,"1,600 ","6,700 ","6,600 ","7,100 ","22,900 ","56,100 ","109,800 ","151,100 ","232,000 ","290,400 ","455,600 ","709,620 ","1,121,200 ","1,663,020 ","2,362,190 ","1,871,330 ","1,207,750 ","383,380 ","56,500 ","6,100 ",-,"3,400 ","8,600 ","7,700 ","30,500 ","93,800 ","171,600 ","177,000 ","223,000 ","318,700 ","434,060 ","557,120 ","618,180 ","1,296,340 ","2,199,835 ","3,530,170 ","3,215,130 ","2,569,100 ","1,297,300 ","280,700 ","53,600 "
,,662640396,ユベラ軟膏,ｇ,2649805M1026,3.4 ,0,"27,318,296 ","629,888 ","508,931 ","354,918 ","182,764 ","140,715 ","155,589 ","183,207 ","189,568 ","209,723 ","242,222 ","270,355 ","305,606 ","410,405 ","712,704 ","939,222 ","1,291,415 ","1,073,332 ","813,203 ","358,512 ","93,347 ","14,437 ","511,197 ","608,909 ","588,796 ","274,271 ","224,334 ","287,091 ","399,956 ","483,702 ","633,025 ","732,233 ","735,301 ","737,323 ","829,178 ","1,257,533 ","1,676,506 ","2,346,565 ","2,289,884 ","1,979,462 ","1,148,849 ","420,800 ","73,319 "
,,620009077,ロコイドクリーム０．１％,ｇ,2646717N1083,13.8 ,0,"26,747,337 ","3,410,749 ","1,502,694 ","635,820 ","478,986 ","383,862 ","396,066 ","404,233 ","420,283 ","428,764 ","409,750 ","365,247 ","379,181 ","416,295 ","621,286 ","730,522 ","822,991 ","726,446 ","484,676 ","219,860 ","41,735 ","8,820 ","2,705,685 ","1,310,900 ","634,959 ","444,721 ","450,720 ","494,800 ","532,997 ","544,696 ","578,654 ","575,565 ","496,659 ","410,870 ","410,693 ","569,095 ","652,304 ","765,731 ","736,324 ","651,812 ","350,118 ","124,951 ","16,815 "
,,620002301,アンフラベート０．０５％ローション,ｇ,2646730Q1034,12.5 ,1,"26,681,126 ","48,969 ","99,278 ","245,911 ","623,833 ","938,646 ","1,109,779 ","1,349,135 ","1,373,553 ","1,435,322 ","1,291,800 ","1,021,144 ","950,911 ","1,014,545 ","1,403,723 ","1,368,191 ","1,184,162 ","766,993 ","392,631 ","121,813 ","18,069 ","1,350 ","37,748 ","100,375 ","234,437 ","337,524 ","487,497 ","650,792 ","743,651 ","790,490 ","881,186 ","903,411 ","747,506 ","608,099 ","535,151 ","656,089 ","616,018 ","616,062 ","459,985 ","312,805 ","156,777 ","39,288 ","6,480 "
,,622030401,ジクロフェナクＮａゲル１％「日本臓器」,ｇ,2649734Q1085,4.6 ,1,"25,593,012 ","10,750 ","57,215 ","176,890 ","106,825 ","45,100 ","58,805 ","88,289 ","122,540 ","200,345 ","286,210 ","359,910 ","523,525 ","686,635 ","979,585 ","1,262,210 ","1,652,501 ","1,497,425 ","1,046,800 ","389,800 ","65,800 ","3,725 ","6,525 ","45,667 ","140,755 ","86,215 ","51,250 ","71,786 ","109,640 ","149,325 ","234,945 ","380,750 ","516,010 ","585,710 ","749,291 ","1,193,035 ","1,685,620 ","2,535,940 ","2,952,752 ","2,608,931 ","1,426,390 ","381,615 ","59,975 "
,,620604501,ネリゾナ軟膏０．１％,ｇ,2646700M1163,25.3 ,0,"25,169,099 ","527,664 ","677,000 ","684,200 ","842,220 ","887,282 ","862,534 ","908,483 ","903,912 ","846,852 ","704,896 ","529,519 ","458,593 ","500,812 ","767,044 ","933,607 ","1,133,830 ","1,072,335 ","746,907 ","318,273 ","65,619 ","3,639 ","407,289 ","567,022 ","550,050 ","582,021 ","607,565 ","640,693 ","697,675 ","719,380 ","727,954 ","707,541 ","530,169 ","406,539 ","374,998 ","462,150 ","523,253 ","635,412 ","632,768 ","557,043 ","339,391 ","111,648 ","13,320 "
,,620004799,ケトプロフェンテープ２０ｍｇ「日医工」　７ｃｍ×１０ｃｍ,枚,2649729S2126,12.1 ,1,"24,993,098 ","1,785 ","18,830 ","63,172 ","42,378 ","30,772 ","45,505 ","75,025 ","108,157 ","183,890 ","261,416 ","323,624 ","427,682 ","612,710 ","966,442 ","1,225,402 ","1,504,213 ","1,275,558 ","883,772 ","319,599 ","53,193 ","4,039 ","1,624 ","14,791 ","49,896 ","37,969 ","39,739 ","62,573 ","102,563 ","162,715 ","248,971 ","374,092 ","477,974 ","619,507 ","885,150 ","1,539,413 ","2,003,354 ","2,769,163 ","3,036,765 ","2,526,555 ","1,244,915 ","332,246 ","35,959 "
,,620005264,サトウザルベ軟膏１０％,ｇ,2649710M2122,2.1 ,1,"24,108,748 ","3,243,337 ","986,867 ","564,081 ","521,031 ","520,956 ","531,488 ","548,083 ","604,572 ","559,135 ","504,589 ","446,972 ","401,457 ","404,431 ","550,724 ","572,657 ","590,814 ","537,828 ","403,079 ","166,279 ","36,116 ","3,391 ","2,758,233 ","817,113 ","483,801 ","371,138 ","390,942 ","392,649 ","452,550 ","496,380 ","544,407 ","522,972 ","466,172 ","398,904 ","378,476 ","444,491 ","432,749 ","479,219 ","511,368 ","502,208 ","376,415 ","158,221 ","32,452 "
,,620007796,ミルタックスパップ３０ｍｇ　１０ｃｍ×１４ｃｍ,枚,2649729S1189,17.9 ,0,"23,784,690 ","1,907 ","13,483 ","38,136 ","25,472 ","12,773 ","18,010 ","29,474 ","37,324 ","75,864 ","103,990 ","145,346 ","206,375 ","322,069 ","633,622 ","959,191 ","1,370,785 ","1,414,908 ","985,913 ","369,727 ","54,939 ","4,462 ","1,615 ","10,078 ","28,407 ","17,274 ","12,143 ","18,313 ","24,222 ","56,448 ","93,450 ","160,835 ","208,445 ","303,977 ","489,255 ","1,176,793 ","1,965,814 ","3,100,940 ","3,937,417 ","3,303,262 ","1,616,495 ","386,541 ","49,196 "
,,660453018,サレックス軟膏０．０５％,ｇ,2646730M1032,12.5 ,1,"23,719,842 ","127,836 ","216,616 ","331,263 ","731,864 ","998,346 ","1,043,102 ","1,026,485 ","1,044,527 ","1,003,743 ","884,309 ","630,124 ","584,938 ","637,024 ","933,730 ","1,036,253 ","1,066,964 ","928,716 ","589,836 ","244,383 ","43,302 ","5,001 ","99,828 ","177,276 ","273,950 ","469,985 ","680,610 ","730,290 ","760,565 ","751,754 ","724,952 ","705,271 ","549,886 ","419,056 ","385,476 ","483,751 ","496,817 ","560,791 ","513,578 ","452,114 ","271,548 ","88,582 ","15,401 "
,,620644603,ケトプロフェンテープ２０ｍｇ「テイコク」　７ｃｍ×１０ｃｍ,枚,2649729S2223,12.1 ,1,"23,324,431 ","1,848 ","15,239 ","54,323 ","36,015 ","23,345 ","36,834 ","57,309 ","89,063 ","145,609 ","210,207 ","265,921 ","379,645 ","517,134 ","892,609 ","1,182,045 ","1,430,183 ","1,241,200 ","811,183 ","306,740 ","53,092 ","3,906 ","1,036 ","12,635 ","44,065 ","32,831 ","30,821 ","47,124 ","72,198 ","135,905 ","211,036 ","298,417 ","395,066 ","523,306 ","792,792 ","1,371,205 ","1,937,682 ","2,686,403 ","3,007,161 ","2,485,189 ","1,181,189 ","278,054 ","26,866 "
,,622252901,ロキソプロフェンＮａテープ１００ｍｇ「ＥＥ」　１０ｃｍ×１４ｃｍ,枚,2649735S3047,19.8 ,1,"22,836,929 ",-,"7,714 ","81,571 ","88,865 ","49,567 ","70,315 ","107,363 ","172,480 ","274,576 ","389,924 ","464,835 ","575,725 ","786,422 ","1,147,097 ","1,370,633 ","1,521,378 ","1,133,284 ","621,502 ","187,243 ","28,973 ","2,828 ",-,"5,845 ","60,452 ","60,893 ","48,321 ","82,215 ","126,091 ","183,526 ","299,677 ","428,174 ","558,789 ","674,754 ","910,857 ","1,495,165 ","2,014,299 ","2,550,865 ","2,152,275 ","1,440,747 ","524,615 ","125,769 ","10,920 "
,,622529501,モーラスパップＸＲ２４０ｍｇ　２０ｃｍ×１４ｃｍ,枚,2649729S6024,57.2 ,0,"22,518,270 ",-,"2,933 ","68,481 ","129,717 ","86,737 ","135,100 ","200,222 ","294,286 ","411,312 ","501,677 ","520,947 ","641,055 ","775,172 ","1,060,204 ","1,257,358 ","1,447,428 ","1,143,370 ","609,164 ","182,718 ","23,464 ","1,029 ",-,"2,415 ","41,874 ","65,387 ","62,265 ","91,896 ","145,863 ","203,366 ","313,801 ","476,469 ","584,923 ","672,474 ","816,184 ","1,339,068 ","1,831,322 ","2,362,413 ","2,081,297 ","1,344,920 ","486,785 ","95,441 ","7,516 "
,,620005731,アデフロニックゲル１％,ｇ,2649734Q1042,4.6 ,1,"22,421,670 ","6,447 ","37,432 ","159,848 ","112,431 ","43,937 ","53,821 ","84,967 ","118,190 ","184,810 ","268,122 ","344,236 ","490,211 ","617,038 ","882,335 ","1,121,250 ","1,474,487 ","1,301,195 ","898,192 ","334,750 ","65,352 ","4,275 ","4,696 ","28,443 ","125,792 ","90,738 ","47,301 ","56,136 ","93,706 ","121,942 ","209,531 ","331,192 ","477,558 ","563,208 ","670,165 ","1,026,889 ","1,507,125 ","2,248,156 ","2,496,428 ","2,188,024 ","1,185,820 ","302,375 ","43,125 "
,,620006539,モーラスパップ６０ｍｇ　２０ｃｍ×１４ｃｍ,枚,2649729S4030,30.9 ,0,"22,350,921 ",-,"3,115 ","27,300 ","34,471 ","21,469 ","32,907 ","51,093 ","91,399 ","146,654 ","226,940 ","295,183 ","396,782 ","547,137 ","906,516 ","1,269,138 ","1,551,870 ","1,277,587 ","715,810 ","245,847 ","31,360 ","1,540 ",-,"1,813 ","19,096 ","21,363 ","20,692 ","28,483 ","50,253 ","93,266 ","186,046 ","298,022 ","393,642 ","530,158 ","761,222 ","1,370,572 ","2,073,657 ","2,862,651 ","2,794,351 ","1,941,374 ","824,025 ","184,382 ","21,427 "
,,620645701,スミルローション３％,ｍＬ,2649731Q1073,3.5 ,1,"21,895,882 ","11,810 ","49,610 ","139,560 ","68,480 ","33,210 ","56,870 ","85,750 ","119,120 ","167,580 ","209,440 ","302,220 ","442,120 ","538,550 ","818,910 ","987,930 ","1,449,101 ","1,385,370 ","965,860 ","329,660 ","47,940 ","4,840 ","10,740 ","48,900 ","121,115 ","74,810 ","60,680 ","82,870 ","130,030 ","181,170 ","247,440 ","341,120 ","422,590 ","516,430 ","576,930 ","942,590 ","1,375,065 ","2,189,750 ","2,643,220 ","2,320,241 ","1,125,150 ","245,450 ","25,660 "
,,621815401,ケトプロフェンテープ４０ｍｇ「三和」　１０ｃｍ×１４ｃｍ,枚,2649729S3203,16.8 ,1,"21,786,968 ",-,"3,374 ","34,244 ","46,907 ","38,465 ","66,038 ","113,421 ","166,341 ","262,339 ","341,022 ","421,744 ","532,793 ","729,401 ","1,097,236 ","1,327,690 ","1,583,020 ","1,251,841 ","732,789 ","243,915 ","38,409 ","2,044 ",-,"2,072 ","27,034 ","30,282 ","35,812 ","58,534 ","92,681 ","136,459 ","217,448 ","331,687 ","426,979 ","529,597 ","758,398 ","1,287,792 ","1,786,361 ","2,329,195 ","2,277,218 ","1,578,592 ","680,326 ","152,481 ","14,651 "
,,622259701,ロキソプロフェンＮａテープ５０ｍｇ「ユートク」　７ｃｍ×１０ｃｍ,枚,2649735S2202,12.8 ,1,"21,479,220 ","5,670 ","78,001 ","290,073 ","136,766 ","56,035 ","67,371 ","105,861 ","146,188 ","228,354 ","312,232 ","356,377 ","445,407 ","589,619 ","825,472 ","981,482 ","1,050,631 ","814,649 ","495,095 ","177,646 ","22,183 ",-,-,"65,904 ","223,433 ","123,480 ","79,674 ","100,175 ","150,516 ","217,273 ","355,214 ","509,603 ","637,835 ","746,608 ","964,236 ","1,490,276 ","1,868,455 ","2,235,100 ","2,163,219 ","1,519,954 ","674,775 ","147,147 ","15,659 "
,,621499102,インドメタシンクリーム１％「日医工」,ｇ,2649719N1149,2.4 ,1,"21,389,417 ","11,810 ","44,964 ","122,146 ","72,081 ","30,033 ","39,683 ","66,222 ","83,143 ","124,333 ","184,409 ","250,950 ","353,620 ","471,226 ","732,938 ","983,916 ","1,333,451 ","1,297,183 ","904,890 ","330,932 ","51,330 ","7,850 ","8,909 ","36,801 ","96,278 ","62,576 ","43,245 ","56,456 ","81,681 ","111,408 ","168,798 ","273,116 ","399,018 ","448,481 ","587,905 ","987,551 ","1,472,002 ","2,269,857 ","2,687,439 ","2,425,424 ","1,294,692 ","334,790 ","45,880 "
,,620007692,デルモゾール軟膏０．１２％,ｇ,2646701M2016,6.3 ,1,"21,286,521 ","1,912,998 ","1,450,301 ","862,162 ","692,592 ","576,213 ","580,040 ","599,480 ","584,642 ","522,457 ","447,310 ","326,292 ","268,105 ","271,588 ","416,400 ","509,725 ","598,183 ","565,945 ","422,298 ","198,385 ","35,920 ","4,246 ","1,395,354 ","1,187,269 ","650,696 ","490,727 ","450,064 ","456,321 ","495,658 ","466,946 ","462,766 ","418,824 ","302,968 ","236,349 ","216,451 ","287,036 ","332,847 ","412,321 ","412,981 ","393,292 ","261,923 ","94,750 ","15,697 "
,,620006442,セクターローション３％,ｍＬ,2649729Q2030,6.4 ,0,"20,669,234 ","5,550 ","24,700 ","65,600 ","39,650 ","18,880 ","29,400 ","46,350 ","73,310 ","117,320 ","168,440 ","238,320 ","388,600 ","431,190 ","723,258 ","997,465 ","1,485,960 ","1,513,350 ","1,036,630 ","357,030 ","72,080 ","3,200 ","4,900 ","21,700 ","54,150 ","38,450 ","37,750 ","52,000 ","76,300 ","104,100 ","159,475 ","222,540 ","307,000 ","350,000 ","437,210 ","786,980 ","1,284,124 ","2,250,016 ","2,664,961 ","2,462,960 ","1,200,685 ","294,450 ","23,200 "
,,622242901,ロキソプロフェンＮａテープ１００ｍｇタイホウ　１０ｃｍ×１４ｃｍ,枚,2649735S3233,19.8 ,1,"20,137,350 ",-,-,"7,476 ","12,166 ","10,920 ","20,405 ","39,823 ","71,267 ","128,295 ","196,278 ","259,819 ","363,461 ","509,428 ","819,182 ","1,131,120 ","1,580,757 ","1,238,315 ","672,098 ","199,598 ","21,238 ","4,389 ",-,-,"8,204 ","12,887 ","18,382 ","30,121 ","60,158 ","107,016 ","192,680 ","286,299 ","365,963 ","467,670 ","595,227 ","1,071,447 ","1,712,535 ","2,874,060 ","2,677,667 ","1,643,048 ","600,460 ","117,509 ","8,449 "
,,622259301,ロキソプロフェンＮａテープ５０ｍｇ「ＮＰ」　７ｃｍ×１０ｃｍ,枚,2649735S2083,12.1 ,1,"20,048,563 ","8,344 ","86,178 ","299,660 ","126,861 ","51,632 ","75,068 ","112,392 ","151,851 ","237,114 ","308,108 ","366,292 ","405,502 ","502,964 ","754,012 ","893,301 ","978,905 ","724,255 ","448,938 ","144,550 ","21,574 ","1,925 ","6,034 ","73,225 ","237,270 ","119,882 ","83,979 ","114,191 ","164,199 ","227,092 ","347,259 ","521,106 ","669,758 ","751,237 ","854,679 ","1,309,707 ","1,722,586 ","2,117,742 ","1,883,505 ","1,366,570 ","612,453 ","147,917 ","18,746 "
,,620647101,フルルビプロフェンテープ４０ｍｇ「ユートク」　１０ｃｍ×１４ｃｍ,枚,2649732S2063,12.9 ,1,"19,901,360 ",-,"22,960 ","181,860 ","139,904 ","56,287 ","83,349 ","117,936 ","171,206 ","253,071 ","326,242 ","360,738 ","415,444 ","575,471 ","850,759 ","988,898 ","1,189,362 ","1,026,516 ","579,768 ","192,017 ","26,796 ","2,996 ",-,"16,128 ","126,133 ","86,663 ","55,165 ","75,251 ","100,772 ","139,370 ","227,400 ","342,517 ","433,045 ","519,359 ","702,648 ","1,198,908 ","1,631,608 ","2,127,005 ","2,141,386 ","1,588,362 ","663,680 ","149,240 ","13,937 "
,,620647301,ヤクバンテープ４０ｍｇ　１０ｃｍ×１４ｃｍ,枚,2649732S2055,17.6 ,0,"19,844,232 ",-,"11,795 ","76,118 ","57,442 ","20,853 ","23,667 ","37,604 ","67,242 ","108,661 ","161,972 ","210,497 ","270,790 ","404,390 ","748,991 ","1,003,666 ","1,435,347 ","1,345,700 ","838,375 ","263,830 ","38,409 ","3,332 ",-,"7,105 ","51,567 ","35,728 ","16,184 ","29,267 ","52,808 ","80,521 ","136,194 ","225,148 ","287,746 ","362,152 ","582,679 ","1,099,241 ","1,588,567 ","2,356,542 ","2,672,648 ","2,040,777 ","891,744 ","182,154 ","15,771 "
,,620005737,ジクロフェナクナトリウムクリーム１％「ユートク」,ｇ,2649734N1038,4.6 ,1,"19,665,176 ","10,546 ","51,814 ","181,122 ","113,389 ","43,850 ","53,958 ","76,761 ","100,755 ","159,189 ","212,255 ","272,584 ","371,544 ","470,414 ","666,398 ","854,937 ","1,191,764 ","958,031 ","583,198 ","218,782 ","33,825 ","1,475 ","7,793 ","43,608 ","140,626 ","87,691 ","47,117 ","61,685 ","92,901 ","127,721 ","221,787 ","332,888 ","475,168 ","550,113 ","682,377 ","1,089,011 ","1,574,851 ","2,313,998 ","2,375,313 ","1,791,764 ","807,978 ","191,228 ","22,975 "
,,620008547,ジクロフェナクＮａローション１％「日本臓器」,ｇ,2649734Q2030,4.6 ,1,"19,295,336 ","8,600 ","59,300 ","219,725 ","127,600 ","51,900 ","72,250 ","108,800 ","154,200 ","246,250 ","301,750 ","345,700 ","464,850 ","573,650 ","703,725 ","941,250 ","1,279,400 ","1,167,300 ","666,400 ","238,100 ","36,100 ","3,300 ","5,500 ","49,600 ","180,400 ","116,150 ","68,600 ","104,250 ","136,200 ","204,710 ","290,351 ","407,100 ","501,175 ","481,800 ","568,600 ","916,200 ","1,291,350 ","1,904,725 ","2,050,450 ","1,508,850 ","588,500 ","136,575 ","14,100 "
,,620621701,リドメックスコーワローション０．３％,ｇ,2646720Q1065,17.3 ,0,"18,312,504 ","2,048,391 ","939,686 ","561,213 ","394,672 ","323,878 ","346,109 ","408,979 ","482,871 ","469,600 ","424,148 ","340,173 ","319,772 ","355,731 ","577,228 ","692,215 ","810,462 ","673,944 ","421,652 ","162,310 ","27,835 ","2,945 ","1,380,307 ","752,493 ","517,346 ","253,569 ","179,512 ","218,709 ","266,209 ","312,435 ","336,492 ","352,396 ","280,915 ","238,486 ","229,256 ","319,552 ","373,524 ","472,584 ","439,126 ","353,295 ","186,048 ","58,995 ","7,445 "
,,662640864,ゼスタッククリーム,ｇ,2649865N1023,7.1 ,1,"18,230,250 ","15,390 ","87,199 ","305,610 ","224,911 ","75,325 ","84,308 ","109,765 ","142,364 ","215,532 ","270,957 ","332,420 ","408,998 ","493,635 ","626,195 ","709,347 ","840,630 ","695,481 ","417,505 ","135,632 ","19,728 ","1,375 ","13,130 ","71,221 ","238,352 ","167,680 ","80,283 ","101,885 ","129,698 ","192,006 ","286,762 ","455,060 ","654,495 ","718,248 ","830,970 ","1,161,241 ","1,498,431 ","1,923,588 ","1,739,026 ","1,228,140 ","438,427 ","82,990 ","6,310 "
,,620005261,キンダベート軟膏０．０５％,ｇ,2646722M1100,23.5 ,0,"18,221,648 ","4,226,767 ","1,330,590 ","490,103 ","275,441 ","224,961 ","210,479 ","218,892 ","222,927 ","215,115 ","199,835 ","153,455 ","133,046 ","140,479 ","201,116 ","241,442 ","286,287 ","259,464 ","181,668 ","71,508 ","18,543 ","3,705 ","3,243,310 ","1,105,110 ","434,649 ","267,108 ","228,895 ","249,226 ","264,896 ","271,155 ","285,488 ","288,498 ","240,432 ","205,482 ","198,171 ","255,019 ","284,132 ","332,008 ","315,974 ","255,281 ","138,548 ","45,866 ","6,575 "
,,620007591,イドメシンコーワクリーム１％,ｇ,2649719N1092,6.5 ,0,"18,163,124 ","5,965 ","32,870 ","99,287 ","55,558 ","20,990 ","25,750 ","44,000 ","55,635 ","92,920 ","131,810 ","169,385 ","241,795 ","378,535 ","535,730 ","824,095 ","1,192,575 ","1,131,915 ","754,360 ","244,865 ","44,580 ","5,020 ","4,530 ","26,185 ","80,880 ","48,285 ","25,775 ","29,730 ","48,703 ","70,050 ","135,009 ","213,840 ","302,401 ","342,194 ","446,239 ","819,700 ","1,334,845 ","2,156,813 ","2,478,540 ","2,190,669 ","982,770 ","302,740 ","35,586 "
