区分,薬価基準収載医薬品コード,成分名,規格,品名,,,,メーカー名,診療報酬において加算等の算定対象となる後発医薬品,先発医薬品,同一剤形・規格の後発医薬品がある先発医薬品,薬価,経過措置による使用期限,備考,,,,,
外用薬,1311706M1024,アトロピン硫酸塩水和物,１％１ｇ,,,,リュウアト１％眼軟膏,参天製薬,後発品,,,33.60,,,,,,,
外用薬,1311706Q2022,アトロピン硫酸塩水和物,１％５ｍＬ１瓶,,,,日点アトロピン点眼液１％,日本点眼薬研究所,後発品,,,145.50,,,,,,,
外用薬,1311707Q1071,ジピベフリン塩酸塩,０．０４％１ｍＬ,,,,ピバレフリン点眼液０．０４％,参天製薬,,先発品,,172.10,,,,,,,
外用薬,1311707Q2078,ジピベフリン塩酸塩,０．１％１ｍＬ,,,,ピバレフリン点眼液０．１％,参天製薬,,先発品,,255.70,,,,,,,
外用薬,1312700X1012,ピロカルピン塩酸塩,１ｇ,局,,,ピロカルピン塩酸塩,,,,,"1,158.80",,,,,,,
外用薬,1312701Q1063,ピロカルピン塩酸塩,０．５％５ｍＬ１瓶,,,,サンピロ点眼液０．５％,参天製薬,,,,119.50,,,,,,,
外用薬,1312701Q2078,ピロカルピン塩酸塩,１％５ｍＬ１瓶,,,,アドソルボカルピン点眼液１％,日本点眼薬研究所,後発品,,,134.70,,,,,,,
外用薬,1312701Q2086,ピロカルピン塩酸塩,１％５ｍＬ１瓶,,,,サンピロ点眼液１％,参天製薬,,,,132.10,,,,,,,
外用薬,1312701Q3074,ピロカルピン塩酸塩,２％５ｍＬ１瓶,,,,アドソルボカルピン点眼液２％,日本点眼薬研究所,後発品,,,156.70,,,,,,,
外用薬,1312701Q3082,ピロカルピン塩酸塩,２％５ｍＬ１瓶,,,,サンピロ点眼液２％,参天製薬,,準先発品,○,158.00,,,,,,,
外用薬,1312701Q4046,ピロカルピン塩酸塩,３％５ｍＬ１瓶,,,,サンピロ点眼液３％,参天製薬,,,,163.00,,,,,,,
外用薬,1312701Q5050,ピロカルピン塩酸塩,４％５ｍＬ１瓶,,,,サンピロ点眼液４％,参天製薬,,,,176.10,,,,,,,
外用薬,1312704Q1024,ジスチグミン臭化物,０．５％１ｍＬ,,,,ウブレチド点眼液０．５％,鳥居薬品,,先発品,,159.70,,,,,,,
外用薬,1312704Q2020,ジスチグミン臭化物,１％１ｍＬ,,,,ウブレチド点眼液１％,鳥居薬品,,先発品,,252.80,,,,,,,
外用薬,1313700Q2070,オキシブプロカイン塩酸塩,０．４％１ｍＬ,,,,ベノキシール点眼液０．４％,参天製薬,,先発品,,13.40,,,,,,,
外用薬,1313700Q2089,オキシブプロカイン塩酸塩,０．４％１ｍＬ,,,,ネオベノール点眼液０．４％,日本点眼薬研究所,★,,,13.40,,,,,,,
外用薬,1313700Q2097,オキシブプロカイン塩酸塩,０．４％１ｍＬ,,,,オキシブプロカイン塩酸塩点眼液０．４％「ニットー」,日東メディック,★,,,13.40,,,,,,,
外用薬,1313700Q3034,オキシブプロカイン塩酸塩,０．０５％５ｍＬ１瓶,,,,ラクリミン点眼液０．０５％,参天製薬,,先発品,,105.70,,,,,,,
外用薬,1314700Q1012,硝酸銀,１％０．５ｍＬ１管,局,,,硝酸銀点眼液,,,,,18.00,,,,,,,
外用薬,1314701X1011,ホウ酸,１０ｇ,局,,,ホウ酸,,,,,10.10,,,,,,,
外用薬,1314701X1070,ホウ酸,１０ｇ,局,,,ホウ酸「ケンエー」,健栄製薬,,,,22.70,,,,,,,
外用薬,1314701X1097,ホウ酸,１０ｇ,局,,,ホウ酸「コザカイ・Ｍ」,小堺製薬,,,,22.20,H27.3.31まで,,,,,,
外用薬,1314701X1178,ホウ酸,１０ｇ,局,,,ホウ酸「メタル」,中北薬品,,,,22.20,,,,,,,
外用薬,1314701X1224,ホウ酸,１０ｇ,局,,※,ホウ酸（山善）,山善製薬,,,,22.20,,,,,,,
外用薬,1314701X1305,ホウ酸,１０ｇ,局,,,ホウ酸「ヨシダ」,吉田製薬,,,,22.20,,,,,,,
外用薬,1314701X1372,ホウ酸,１０ｇ,局,,,ホウ酸原末「マルイシ」,丸石製薬,,,,22.70,,,,,,,
外用薬,1314701X1380,ホウ酸,１０ｇ,局,,,ホウ酸「ＮｉｋＰ」,日医工,,,,22.70,,,,,,,
外用薬,1314702X1016,ホウ砂,１０ｇ,局,,,ホウ砂,,,,,9.90,,,,,,,
外用薬,1315700M1026,デキサメタゾン,０．０５％１ｇ,,,,サンテゾーン０．０５％眼軟膏,参天製薬,後発品,,,68.60,,,,,,,
外用薬,1315700M2049,デキサメタゾン,０．１％１ｇ,,,,Ｄ・Ｅ・Ｘ０．１％眼軟膏Ｔ,日東メディック,後発品,,,51.90,,,,,,,
外用薬,1315701Q1073,デキサメタゾンメタスルホ安息香酸エステルナトリウム,０．０２％１ｍＬ,,,,Ｄ・Ｅ・Ｘ０．０２％点眼液Ｔ,日東メディック,後発品,,,12.60,,,,,,,
外用薬,1315701Q1081,デキサメタゾンメタスルホ安息香酸エステルナトリウム,０．０２％１ｍＬ,,,,サンテゾーン点眼液（０．０２％）,参天製薬,,,,19.20,,,,,,,
外用薬,1315701Q1090,デキサメタゾンメタスルホ安息香酸エステルナトリウム,０．０２％１ｍＬ,,,,ビジュアリン点眼液０．０２％,千寿製薬,後発品,,,12.60,,,,,,,
外用薬,1315701Q1103,デキサメタゾンメタスルホ安息香酸エステルナトリウム,０．０２％１ｍＬ,,,,ＤＭゾロン点眼液０．０２％「日点」,日本点眼薬研究所,,,,12.60,,,,,,,
外用薬,1315701Q2037,デキサメタゾンメタスルホ安息香酸エステルナトリウム,０．０５％１ｍＬ,,,,ＤＭゾロン０．０５％点眼液,日本点眼薬研究所,,,,18.40,,,,,,,
外用薬,1315701Q2053,デキサメタゾンメタスルホ安息香酸エステルナトリウム,０．０５％１ｍＬ,,,,Ｄ・Ｅ・Ｘ０．０５％点眼液Ｔ,日東メディック,後発品,,,25.80,,,,,,,
外用薬,1315701Q2061,デキサメタゾンメタスルホ安息香酸エステルナトリウム,０．０５％１ｍＬ,,,,ビジュアリン点眼液０．０５％,千寿製薬,後発品,,,25.80,,,,,,,
外用薬,1315701Q3033,デキサメタゾンメタスルホ安息香酸エステルナトリウム,０．１％１ｍＬ,,,,サンテゾーン点眼液（０．１％）,参天製薬,,準先発品,○,46.30,,,,,,,
外用薬,1315701Q3076,デキサメタゾンメタスルホ安息香酸エステルナトリウム,０．１％１ｍＬ,,,,Ｄ・Ｅ・Ｘ０．１％点眼液Ｔ,日東メディック,後発品,,,17.60,,,,,,,
外用薬,1315701Q3092,デキサメタゾンメタスルホ安息香酸エステルナトリウム,０．１％１ｍＬ,,,,ＤＭゾロン点眼液０．１％「日点」,日本点眼薬研究所,,準先発品,○,20.90,,,,,,,
外用薬,1315701Q4048,デキサメタゾンメタスルホ安息香酸エステルナトリウム,０．１％１ｍＬ,,,,ビジュアリン眼科耳鼻科用液０．１％,千寿製薬,後発品,,,40.40,,,,,,,
外用薬,1315702Q1051,デキサメタゾンリン酸エステルナトリウム,０．１％１ｍＬ,,,,オルガドロン点眼・点耳・点鼻液０．１％,共和クリティケア,,準先発品,○,42.50,,,,,,,
外用薬,1315702Q1060,デキサメタゾンリン酸エステルナトリウム,０．１％１ｍＬ,,,,テイカゾン点眼・点耳・点鼻液０．１％,テイカ製薬,後発品,,,19.20,,,,,,,
外用薬,1315703Q1056,ヒドロコルチゾン酢酸エステル,０．５％１ｍＬ,,,,ＨＣゾロン点眼液０．５％「日点」,日本点眼薬研究所,,,,18.70,,,,,,,
外用薬,1315704Q1034,フルオロメトロン,０．０２％１ｍＬ,,,,ピトス点眼液０．０２％,わかもと製薬,後発品,,,17.60,,,,,,,
外用薬,1315704Q1042,フルオロメトロン,０．０２％１ｍＬ,,,,フルオメソロン０．０２％点眼液,日本点眼薬研究所,後発品,,,17.60,,,,,,,
外用薬,1315704Q1093,フルオロメトロン,０．０２％１ｍＬ,,,,フルオロメトロン０．０２％点眼液Ｔ,日東メディック,後発品,,,17.60,,,,,,,
外用薬,1315704Q1115,フルオロメトロン,０．０２％１ｍＬ,,,,フルメトロン点眼液０．０２％,参天製薬,,先発品,○,42.20,,,,,,,
外用薬,1315704Q1123,フルオロメトロン,０．０２％１ｍＬ,,,,オドメール点眼液０．０２％,千寿製薬,後発品,,,17.60,,,,,,,
外用薬,1315704Q2049,フルオロメトロン,０．０５％１ｍＬ,,,,フルオメソロン０．０５％点眼液,日本点眼薬研究所,後発品,,,21.20,,,,,,,
外用薬,1315704Q2057,フルオロメトロン,０．０５％１ｍＬ,,,,オドメール点眼液０．０５％,千寿製薬,後発品,,,21.20,,,,,,,
外用薬,1315704Q3010,フルオロメトロン,０．１％１ｍＬ,,,,フルオロメトロン０．１％１ｍＬ点眼液,,後発品,,,20.50,,,,,,,
外用薬,1315704Q3045,フルオロメトロン,０．１％１ｍＬ,,,,フルオメソロン０．１％点眼液,日本点眼薬研究所,後発品,,,24.10,,,,,,,
外用薬,1315704Q3126,フルオロメトロン,０．１％１ｍＬ,,,,フルメトロン点眼液０．１％,参天製薬,,先発品,○,67.40,,,,,,,
外用薬,1315704Q3134,フルオロメトロン,０．１％１ｍＬ,,,,オドメール点眼液０．１％,千寿製薬,後発品,,,24.10,,,,,,,
外用薬,1315705M1037,プレドニゾロン酢酸エステル,０．２５％１ｇ,,,,プレドニン眼軟膏,塩野義製薬,,準先発品,○,51.80,,,,,,,
外用薬,1315705M1045,プレドニゾロン酢酸エステル,０．２５％１ｇ,,,,酢酸プレドニゾロン０．２５％眼軟膏Ｔ,日東メディック,後発品,,,41.40,,,,,,,
外用薬,1315706Q1025,ベタメタゾンリン酸エステルナトリウム,０．０１％１ｍＬ,,,,リンデロン点眼液０．０１％,塩野義製薬,,,,45.80,,,,,,,
外用薬,1315706Q2072,ベタメタゾンリン酸エステルナトリウム,０．１％１ｍＬ,,,,サンベタゾン眼耳鼻科用液０．１％,参天製薬,後発品,,,24.70,,,,,,,
外用薬,1315706Q2080,ベタメタゾンリン酸エステルナトリウム,０．１％１ｍＬ,,,,リノロサール眼科耳鼻科用液０．１％,わかもと製薬,後発品,,,24.70,,,,,,,
外用薬,1315706Q2099,ベタメタゾンリン酸エステルナトリウム,０．１％１ｍＬ,,,,ベルベゾロン眼耳鼻科用液０．１％,ニッテン,後発品,,,24.70,,,,,,,
外用薬,1315706Q2102,ベタメタゾンリン酸エステルナトリウム,０．１％１ｍＬ,,,,リンデロン点眼・点耳・点鼻液０．１％,塩野義製薬,,準先発品,○,72.60,,,,,,,
外用薬,1315706Q2110,ベタメタゾンリン酸エステルナトリウム,０．１％１ｍＬ,,,,リンベタＰＦ眼耳鼻科用液０．１％,日本点眼薬研究所,後発品,,,24.70,,,,,,,
外用薬,1315707Q1038,プレドニゾロン酢酸エステル,０．１％１ｍＬ,,,,ＰＳゾロン点眼液０．１１％「日点」,日本点眼薬研究所,,,,20.40,,,,,,,
外用薬,1316700Q1050,ナファゾリン硝酸塩,０．０５％１ｍＬ,,,,プリビナ点眼液０．５ｍｇ／ｍＬ,ノバルティス　ファーマ,,,,5.20,,,,,,,
外用薬,1317702Q1064,クロラムフェニコール,５ｍｇ１ｍＬ,,,,クロラムフェニコール点眼液０．５％「ニットー」,日東メディック,後発品,,,5.20,,,,,,,
外用薬,1317706Q1089,ゲンタマイシン硫酸塩,３ｍｇ１ｍＬ,局,,,リフタマイシン点眼液０．３％,わかもと製薬,後発品,,,17.90,,,,,,,
外用薬,1317706Q1097,ゲンタマイシン硫酸塩,３ｍｇ１ｍＬ,局,,,ゲンタロール点眼液０．３％,日本点眼薬研究所,後発品,,,17.90,,,,,,,
外用薬,1317706Q1100,ゲンタマイシン硫酸塩,３ｍｇ１ｍＬ,局,,,硫酸ゲンタマイシン点眼液０．３％「ニットー」,日東メディック,後発品,,,17.90,,,,,,,
外用薬,1317708Q1037,トブラマイシン,３ｍｇ１ｍＬ,,,,トブラシン点眼液０．３％,日東メディック,,先発品,,42.60,,,,,,,
外用薬,1317710Q1034,ジベカシン硫酸塩,３ｍｇ１ｍＬ,局,,,パニマイシン点眼液０．３％,Ｍｅｉｊｉ　Ｓｅｉｋａ　ファルマ,,先発品,,41.00,,,,,,,
外用薬,1317712M1031,ピマリシン,１０ｍｇ１ｇ,,,,ピマリシン眼軟膏１％「センジュ」,千寿製薬,,先発品,,610.60,,,,,,,
外用薬,1317712Q1033,ピマリシン,５０ｍｇ１ｍＬ,,,,ピマリシン点眼液５％「センジュ」,千寿製薬,,先発品,,634.00,,,,,,,
外用薬,1317713Q1038,セフメノキシム塩酸塩,５ｍｇ１ｍＬ（溶解後の液として）,,,,ベストロン点眼用０．５％,千寿製薬,,先発品,,56.00,,,,,,,
外用薬,1319701Q1021,カルテオロール塩酸塩,１％１ｍＬ,,,,ミケラン点眼液１％,大塚製薬,,先発品,○,201.80,,,,,,,
外用薬,1319701Q1030,カルテオロール塩酸塩,１％１ｍＬ,,,,カルテオロール点眼液Ｔ１％,東亜薬品,後発品,,,121.00,,,,,,,
外用薬,1319701Q1064,カルテオロール塩酸塩,１％１ｍＬ,,,,リエントン点眼液１％,キョーリンリメディオ,後発品,,,99.70,H28.3.31まで,,,,,,
外用薬,1319701Q1072,カルテオロール塩酸塩,１％１ｍＬ,,,,ブロキレートＰＦ点眼液１％,日本点眼薬研究所,後発品,,,121.00,,,,,,,
外用薬,1319701Q1080,カルテオロール塩酸塩,１％１ｍＬ,,,,ブロキレート点眼液１％,ニッテン,後発品,,,121.00,,,,,,,
外用薬,1319701Q1099,カルテオロール塩酸塩,１％１ｍＬ,,,,カルテオロール塩酸塩点眼液１％「わかもと」,わかもと製薬,後発品,,,99.70,,,,,,,
外用薬,1319701Q2028,カルテオロール塩酸塩,２％１ｍＬ,,,,ミケラン点眼液２％,大塚製薬,,先発品,○,277.70,,,,,,,
外用薬,1319701Q2036,カルテオロール塩酸塩,２％１ｍＬ,,,,カルテオロール点眼液Ｔ２％,東亜薬品,後発品,,,169.20,,,,,,,
外用薬,1319701Q2060,カルテオロール塩酸塩,２％１ｍＬ,,,,リエントン点眼液２％,キョーリンリメディオ,後発品,,,138.40,H28.3.31まで,,,,,,
外用薬,1319701Q2079,カルテオロール塩酸塩,２％１ｍＬ,,,,ブロキレートＰＦ点眼液２％,日本点眼薬研究所,後発品,,,169.20,,,,,,,
外用薬,1319701Q2087,カルテオロール塩酸塩,２％１ｍＬ,,,,ブロキレート点眼液２％,ニッテン,後発品,,,169.20,,,,,,,
外用薬,1319701Q2095,カルテオロール塩酸塩,２％１ｍＬ,,,,カルテオロール塩酸塩点眼液２％「わかもと」,わかもと製薬,後発品,,,169.20,,,,,,,
外用薬,1319701Q3024,カルテオロール塩酸塩,１％１ｍＬ,,,,ミケランＬＡ点眼液１％,大塚製薬,,先発品,○,398.10,,,,,,,
外用薬,1319701Q3032,カルテオロール塩酸塩,１％１ｍＬ,,,,カルテオロール塩酸塩ＬＡ点眼液１％「わかもと」,わかもと製薬,後発品,,,289.90,,,,,,,
外用薬,1319701Q4020,カルテオロール塩酸塩,２％１ｍＬ,,,,ミケランＬＡ点眼液２％,大塚製薬,,先発品,○,558.20,,,,,,,
外用薬,1319701Q4039,カルテオロール塩酸塩,２％１ｍＬ,,,,カルテオロール塩酸塩ＬＡ点眼液２％「わかもと」,わかもと製薬,後発品,,,409.70,,,,,,,
外用薬,1319702Q1018,チモロールマレイン酸塩,０．２５％１ｍＬ,,,,チモロールマレイン酸塩０．２５％１ｍＬ点眼液,,後発品,,,63.60,,,,,,,
外用薬,1319702Q1107,チモロールマレイン酸塩,０．２５％１ｍＬ,,,,チモプトール点眼液０．２５％,参天製薬,,先発品,○,241.10,,,,,,,
外用薬,1319702Q1115,チモロールマレイン酸塩,０．２５％１ｍＬ,,,,チモレート点眼液０．２５％,ニッテン,後発品,,,76.00,,,,,,,
外用薬,1319702Q1131,チモロールマレイン酸塩,０．２５％１ｍＬ,,,,チモレートＰＦ点眼液０．２５％,日本点眼薬研究所,後発品,,,76.00,,,,,,,
外用薬,1319702Q2014,チモロールマレイン酸塩,０．５％１ｍＬ,,,,チモロールマレイン酸塩０．５％１ｍＬ点眼液,,後発品,,,91.60,,,,,,,
外用薬,1319702Q2057,チモロールマレイン酸塩,０．５％１ｍＬ,,,,リズモン点眼液０．５％,わかもと製薬,後発品,,,112.10,,,,,,,
外用薬,1319702Q2111,チモロールマレイン酸塩,０．５％１ｍＬ,,,,チモプトール点眼液０．５％,参天製薬,,先発品,○,337.20,,,,,,,
外用薬,1319702Q2120,チモロールマレイン酸塩,０．５％１ｍＬ,,,,チモレート点眼液０．５％,ニッテン,後発品,,,112.10,,,,,,,
外用薬,1319702Q2146,チモロールマレイン酸塩,０．５％１ｍＬ,,,,チモレートＰＦ点眼液０．５％,日本点眼薬研究所,後発品,,,112.10,,,,,,,
外用薬,1319702Q3037,チモロールマレイン酸塩,０．２５％１ｍＬ,,,,チモプトールＸＥ点眼液０．２５％,参天製薬,,先発品,○,503.20,,,,,,,
外用薬,1319702Q3045,チモロールマレイン酸塩,０．２５％１ｍＬ,,,,チモロールＸＥ点眼液０．２５％「ＴＳ」,テイカ製薬,後発品,,,336.10,,,,,,,
外用薬,1319702Q3053,チモロールマレイン酸塩,０．２５％１ｍＬ,,,,チモロールＸＥ点眼液０．２５％「杏林」,キョーリンリメディオ,後発品,,,336.10,,,,,,,
外用薬,1319702Q3061,チモロールマレイン酸塩,０．２５％１ｍＬ,,,,チモロールＸＥ点眼液０．２５％「ニットー」,東亜薬品,後発品,,,336.10,,,,,,,
外用薬,1319702Q4033,チモロールマレイン酸塩,０．５％１ｍＬ,,,,チモプトールＸＥ点眼液０．５％,参天製薬,,先発品,○,719.20,,,,,,,
外用薬,1319702Q4041,チモロールマレイン酸塩,０．５％１ｍＬ,,,,チモロールＸＥ点眼液０．５％「ＴＳ」,テイカ製薬,後発品,,,484.50,,,,,,,
外用薬,1319702Q4050,チモロールマレイン酸塩,０．５％１ｍＬ,,,,チモロールＸＥ点眼液０．５％「杏林」,キョーリンリメディオ,後発品,,,484.50,,,,,,,
外用薬,1319702Q4068,チモロールマレイン酸塩,０．５％１ｍＬ,,,,チモロールＸＥ点眼液０．５％「ニットー」,東亜薬品,後発品,,,484.50,,,,,,,
外用薬,1319702Q5021,チモロールマレイン酸塩,０．２５％１ｍＬ,,,,リズモンＴＧ点眼液０．２５％,わかもと製薬,,先発品,,491.10,,,,,,,
外用薬,1319702Q6028,チモロールマレイン酸塩,０．５％１ｍＬ,,,,リズモンＴＧ点眼液０．５％,わかもと製薬,,先発品,,701.20,,,,,,,
外用薬,1319703Q2086,アズレン,０．０２％５ｍＬ１瓶,,,,アゾテシン点眼液０．０２％,参天製薬,後発品,,,87.20,,,,,,,
外用薬,1319703Q2094,アズレン,０．０２％５ｍＬ１瓶,,,,アズラビン点眼液０．０２％,日本点眼薬研究所,後発品,,,87.20,,,,,,,
外用薬,1319703Q2108,アズレン,０．０２％５ｍＬ１瓶,,,,アズレン点眼液０．０２％「ニットー」,日東メディック,後発品,,,87.20,,,,,,,
外用薬,1319703Q2116,アズレン,０．０２％５ｍＬ１瓶,,,,アズレン点眼液０．０２％「わかもと」,わかもと製薬,後発品,,,87.20,,,,,,,
外用薬,1319703Q2124,アズレン,０．０２％５ｍＬ１瓶,,,,ＡＺ点眼液０．０２％,ゼリア新薬工業,後発品,,,87.20,,,,,,,
外用薬,1319706Q1075,ピレノキシン,０．００５％１ｍＬ（溶解後の液として）,,,,カタリンＫ点眼用０．００５％,千寿製薬,,準先発品,○,12.80,,,,,,,
外用薬,1319706Q1083,ピレノキシン,０．００５％１ｍＬ（溶解後の液として）,,,,ピレノキシン点眼用０．００５％「ニットー」,日東メディック,後発品,,,6.70,,,,,,,
外用薬,1319706Q2039,ピレノキシン,０．００５％１ｍＬ（溶解後の液として）,,,,カタリン点眼用０．００５％,千寿製薬,,,,12.80,,,,,,,
外用薬,1319706Q3035,ピレノキシン,０．００５％５ｍＬ１瓶,,,,カリーユニ点眼液０．００５％,参天製薬,後発品,,,63.70,,,,,,,
外用薬,1319707Q2050,グリチルリチン酸二カリウム,１％５ｍＬ１瓶,,,,ノイボルミチン点眼液１％,参天製薬,,,,89.30,,,,,,,
外用薬,1319708Q1090,グルタチオン,２％１ｍＬ,,,,タチオン点眼用２％,長生堂製薬,,,,23.00,,,,,,,
